nama file,true_label,pred_label
test_n_194.jpeg,NORMAL,PNEUMONIA
test_n_195.jpeg,NORMAL,PNEUMONIA
test_n_196.jpeg,NORMAL,PNEUMONIA
test_n_197.jpeg,NORMAL,PNEUMONIA
test_n_198.jpeg,NORMAL,PNEUMONIA
test_n_199.jpeg,NORMAL,PNEUMONIA
test_n_2.jpeg,NORMAL,NORMAL
test_n_20.jpeg,NORMAL,PNEUMONIA
test_n_200.jpeg,NORMAL,PNEUMONIA
test_n_201.jpeg,NORMAL,PNEUMONIA
test_n_202.jpeg,NORMAL,PNEUMONIA
test_n_203.jpeg,NORMAL,PNEUMONIA
test_n_204.jpeg,NORMAL,PNEUMONIA
test_n_205.jpeg,NORMAL,PNEUMONIA
test_n_206.jpeg,NORMAL,PNEUMONIA
test_n_207.jpeg,NORMAL,PNEUMONIA
test_n_208.jpeg,NORMAL,PNEUMONIA
test_n_209.jpeg,NORMAL,PNEUMONIA
test_n_21.jpeg,NORMAL,NORMAL
test_n_210.jpeg,NORMAL,PNEUMONIA
test_n_211.jpeg,NORMAL,PNEUMONIA
test_n_212.jpeg,NORMAL,PNEUMONIA
test_n_213.jpeg,NORMAL,PNEUMONIA
test_n_214.jpeg,NORMAL,PNEUMONIA
test_n_215.jpeg,NORMAL,PNEUMONIA
test_n_216.jpeg,NORMAL,NORMAL
test_n_217.jpeg,NORMAL,PNEUMONIA
test_n_218.jpeg,NORMAL,PNEUMONIA
test_n_219.jpeg,NORMAL,PNEUMONIA
test_n_22.jpeg,NORMAL,NORMAL
test_n_220.jpeg,NORMAL,PNEUMONIA
test_n_221.jpeg,NORMAL,PNEUMONIA
test_n_222.jpeg,NORMAL,PNEUMONIA
test_n_223.jpeg,NORMAL,PNEUMONIA
test_n_224.jpeg,NORMAL,PNEUMONIA
test_n_225.jpeg,NORMAL,PNEUMONIA
test_n_226.jpeg,NORMAL,PNEUMONIA
test_n_227.jpeg,NORMAL,PNEUMONIA
test_n_228.jpeg,NORMAL,PNEUMONIA
test_n_229.jpeg,NORMAL,PNEUMONIA
test_n_23.jpeg,NORMAL,PNEUMONIA
test_n_230.jpeg,NORMAL,NORMAL
test_n_231.jpeg,NORMAL,PNEUMONIA
test_n_232.jpeg,NORMAL,PNEUMONIA
test_n_233.jpeg,NORMAL,PNEUMONIA
test_n_234.jpeg,NORMAL,NORMAL
test_n_24.jpeg,NORMAL,NORMAL
test_n_25.jpeg,NORMAL,NORMAL
test_n_26.jpeg,NORMAL,NORMAL
test_n_27.jpeg,NORMAL,NORMAL
test_n_28.jpeg,NORMAL,NORMAL
test_n_29.jpeg,NORMAL,NORMAL
test_n_3.jpeg,NORMAL,NORMAL
test_n_30.jpeg,NORMAL,PNEUMONIA
test_n_31.jpeg,NORMAL,PNEUMONIA
test_n_32.jpeg,NORMAL,NORMAL
test_n_33.jpeg,NORMAL,NORMAL
test_n_34.jpeg,NORMAL,NORMAL
test_n_35.jpeg,NORMAL,NORMAL
test_n_36.jpeg,NORMAL,PNEUMONIA
test_n_37.jpeg,NORMAL,NORMAL
test_n_38.jpeg,NORMAL,PNEUMONIA
test_n_39.jpeg,NORMAL,PNEUMONIA
test_n_4.jpeg,NORMAL,NORMAL
test_n_40.jpeg,NORMAL,PNEUMONIA
test_n_41.jpeg,NORMAL,PNEUMONIA
test_n_42.jpeg,NORMAL,PNEUMONIA
test_n_43.jpeg,NORMAL,PNEUMONIA
test_n_44.jpeg,NORMAL,PNEUMONIA
test_n_45.jpeg,NORMAL,NORMAL
test_n_46.jpeg,NORMAL,PNEUMONIA
test_n_47.jpeg,NORMAL,PNEUMONIA
test_n_48.jpeg,NORMAL,PNEUMONIA
test_n_49.jpeg,NORMAL,PNEUMONIA
test_n_5.jpeg,NORMAL,NORMAL
test_n_50.jpeg,NORMAL,PNEUMONIA
test_n_51.jpeg,NORMAL,PNEUMONIA
test_n_52.jpeg,NORMAL,PNEUMONIA
test_n_53.jpeg,NORMAL,PNEUMONIA
test_n_54.jpeg,NORMAL,PNEUMONIA
test_n_55.jpeg,NORMAL,PNEUMONIA
test_n_56.jpeg,NORMAL,NORMAL
test_n_57.jpeg,NORMAL,PNEUMONIA
test_n_58.jpeg,NORMAL,PNEUMONIA
test_n_59.jpeg,NORMAL,PNEUMONIA
test_n_6.jpeg,NORMAL,PNEUMONIA
test_n_60.jpeg,NORMAL,PNEUMONIA
test_n_61.jpeg,NORMAL,PNEUMONIA
test_n_62.jpeg,NORMAL,PNEUMONIA
test_n_63.jpeg,NORMAL,PNEUMONIA
test_n_64.jpeg,NORMAL,PNEUMONIA
test_n_65.jpeg,NORMAL,PNEUMONIA
test_n_66.jpeg,NORMAL,PNEUMONIA
test_n_67.jpeg,NORMAL,PNEUMONIA
test_n_68.jpeg,NORMAL,PNEUMONIA
test_n_69.jpeg,NORMAL,PNEUMONIA
test_n_7.jpeg,NORMAL,NORMAL
test_n_70.jpeg,NORMAL,NORMAL
test_n_71.jpeg,NORMAL,PNEUMONIA
test_n_72.jpeg,NORMAL,NORMAL
test_n_73.jpeg,NORMAL,NORMAL
test_n_74.jpeg,NORMAL,PNEUMONIA
test_n_75.jpeg,NORMAL,PNEUMONIA
test_n_76.jpeg,NORMAL,NORMAL
test_n_77.jpeg,NORMAL,PNEUMONIA
test_n_78.jpeg,NORMAL,NORMAL
test_n_79.jpeg,NORMAL,NORMAL
test_n_8.jpeg,NORMAL,PNEUMONIA
test_n_80.jpeg,NORMAL,NORMAL
test_n_81.jpeg,NORMAL,PNEUMONIA
test_n_82.jpeg,NORMAL,PNEUMONIA
test_n_83.jpeg,NORMAL,PNEUMONIA
test_n_84.jpeg,NORMAL,NORMAL
test_n_85.jpeg,NORMAL,PNEUMONIA
test_n_86.jpeg,NORMAL,NORMAL
test_n_87.jpeg,NORMAL,PNEUMONIA
test_n_88.jpeg,NORMAL,NORMAL
test_n_89.jpeg,NORMAL,PNEUMONIA
test_n_9.jpeg,NORMAL,NORMAL
test_n_90.jpeg,NORMAL,NORMAL
test_n_91.jpeg,NORMAL,NORMAL
test_n_92.jpeg,NORMAL,PNEUMONIA
test_n_93.jpeg,NORMAL,PNEUMONIA
test_n_94.jpeg,NORMAL,PNEUMONIA
test_n_95.jpeg,NORMAL,NORMAL
test_n_96.jpeg,NORMAL,NORMAL
test_n_97.jpeg,NORMAL,PNEUMONIA
test_n_98.jpeg,NORMAL,NORMAL
test_n_99.jpeg,NORMAL,NORMAL
test_p_1.jpeg,PNEUMONIA,PNEUMONIA
test_p_10.jpeg,PNEUMONIA,PNEUMONIA
test_p_100.jpeg,PNEUMONIA,PNEUMONIA
test_p_101.jpeg,PNEUMONIA,PNEUMONIA
test_p_102.jpeg,PNEUMONIA,PNEUMONIA
test_p_103.jpeg,PNEUMONIA,PNEUMONIA
test_p_104.jpeg,PNEUMONIA,PNEUMONIA
test_p_105.jpeg,PNEUMONIA,PNEUMONIA
test_p_106.jpeg,PNEUMONIA,PNEUMONIA
test_p_107.jpeg,PNEUMONIA,PNEUMONIA
test_p_108.jpeg,PNEUMONIA,PNEUMONIA
test_p_109.jpeg,PNEUMONIA,PNEUMONIA
test_p_11.jpeg,PNEUMONIA,PNEUMONIA
test_p_110.jpeg,PNEUMONIA,PNEUMONIA
test_p_111.jpeg,PNEUMONIA,PNEUMONIA
test_p_112.jpeg,PNEUMONIA,PNEUMONIA
test_p_113.jpeg,PNEUMONIA,PNEUMONIA
test_p_114.jpeg,PNEUMONIA,PNEUMONIA
test_p_115.jpeg,PNEUMONIA,PNEUMONIA
test_p_116.jpeg,PNEUMONIA,PNEUMONIA
test_p_117.jpeg,PNEUMONIA,PNEUMONIA
test_p_118.jpeg,PNEUMONIA,PNEUMONIA
test_p_119.jpeg,PNEUMONIA,PNEUMONIA
test_p_12.jpeg,PNEUMONIA,PNEUMONIA
test_p_120.jpeg,PNEUMONIA,PNEUMONIA
test_p_121.jpeg,PNEUMONIA,PNEUMONIA
test_p_122.jpeg,PNEUMONIA,PNEUMONIA
test_p_123.jpeg,PNEUMONIA,PNEUMONIA
test_p_124.jpeg,PNEUMONIA,PNEUMONIA
test_p_125.jpeg,PNEUMONIA,PNEUMONIA
test_p_126.jpeg,PNEUMONIA,PNEUMONIA
test_p_127.jpeg,PNEUMONIA,PNEUMONIA
test_p_128.jpeg,PNEUMONIA,PNEUMONIA
test_p_129.jpeg,PNEUMONIA,PNEUMONIA
test_p_13.jpeg,PNEUMONIA,PNEUMONIA
test_p_130.jpeg,PNEUMONIA,PNEUMONIA
test_p_131.jpeg,PNEUMONIA,PNEUMONIA
test_p_132.jpeg,PNEUMONIA,PNEUMONIA
test_p_133.jpeg,PNEUMONIA,PNEUMONIA
test_p_134.jpeg,PNEUMONIA,PNEUMONIA
test_p_135.jpeg,PNEUMONIA,PNEUMONIA
test_p_136.jpeg,PNEUMONIA,PNEUMONIA
test_p_137.jpeg,PNEUMONIA,PNEUMONIA
test_p_138.jpeg,PNEUMONIA,PNEUMONIA
test_p_139.jpeg,PNEUMONIA,PNEUMONIA
test_p_14.jpeg,PNEUMONIA,PNEUMONIA
test_p_140.jpeg,PNEUMONIA,PNEUMONIA
test_p_141.jpeg,PNEUMONIA,PNEUMONIA
test_p_142.jpeg,PNEUMONIA,PNEUMONIA
test_p_143.jpeg,PNEUMONIA,PNEUMONIA
test_p_144.jpeg,PNEUMONIA,PNEUMONIA
test_p_145.jpeg,PNEUMONIA,PNEUMONIA
test_p_146.jpeg,PNEUMONIA,PNEUMONIA
test_p_147.jpeg,PNEUMONIA,PNEUMONIA
test_p_148.jpeg,PNEUMONIA,PNEUMONIA
test_p_149.jpeg,PNEUMONIA,PNEUMONIA
test_p_15.jpeg,PNEUMONIA,PNEUMONIA
test_p_150.jpeg,PNEUMONIA,PNEUMONIA
test_p_151.jpeg,PNEUMONIA,PNEUMONIA
test_p_152.jpeg,PNEUMONIA,PNEUMONIA
test_p_153.jpeg,PNEUMONIA,PNEUMONIA
test_p_154.jpeg,PNEUMONIA,PNEUMONIA
test_p_155.jpeg,PNEUMONIA,PNEUMONIA
test_p_156.jpeg,PNEUMONIA,PNEUMONIA
test_p_157.jpeg,PNEUMONIA,PNEUMONIA
test_p_158.jpeg,PNEUMONIA,PNEUMONIA
test_p_159.jpeg,PNEUMONIA,PNEUMONIA
test_p_16.jpeg,PNEUMONIA,PNEUMONIA
test_p_160.jpeg,PNEUMONIA,PNEUMONIA
test_p_161.jpeg,PNEUMONIA,PNEUMONIA
test_p_162.jpeg,PNEUMONIA,PNEUMONIA
test_p_163.jpeg,PNEUMONIA,PNEUMONIA
test_p_164.jpeg,PNEUMONIA,PNEUMONIA
test_p_165.jpeg,PNEUMONIA,PNEUMONIA
test_p_166.jpeg,PNEUMONIA,PNEUMONIA
test_p_167.jpeg,PNEUMONIA,PNEUMONIA
test_p_168.jpeg,PNEUMONIA,PNEUMONIA
test_p_169.jpeg,PNEUMONIA,PNEUMONIA
test_p_17.jpeg,PNEUMONIA,PNEUMONIA
test_p_170.jpeg,PNEUMONIA,PNEUMONIA
test_p_171.jpeg,PNEUMONIA,PNEUMONIA
test_p_172.jpeg,PNEUMONIA,PNEUMONIA
test_p_173.jpeg,PNEUMONIA,PNEUMONIA
test_p_174.jpeg,PNEUMONIA,PNEUMONIA
test_p_175.jpeg,PNEUMONIA,PNEUMONIA
test_p_176.jpeg,PNEUMONIA,PNEUMONIA
test_p_177.jpeg,PNEUMONIA,PNEUMONIA
test_p_178.jpeg,PNEUMONIA,PNEUMONIA
test_p_179.jpeg,PNEUMONIA,PNEUMONIA
test_p_18.jpeg,PNEUMONIA,PNEUMONIA
test_p_180.jpeg,PNEUMONIA,PNEUMONIA
test_p_181.jpeg,PNEUMONIA,PNEUMONIA
test_p_182.jpeg,PNEUMONIA,PNEUMONIA
test_p_183.jpeg,PNEUMONIA,PNEUMONIA
test_p_184.jpeg,PNEUMONIA,PNEUMONIA
test_p_185.jpeg,PNEUMONIA,PNEUMONIA
test_p_186.jpeg,PNEUMONIA,PNEUMONIA
test_p_187.jpeg,PNEUMONIA,PNEUMONIA
test_p_188.jpeg,PNEUMONIA,PNEUMONIA
test_p_189.jpeg,PNEUMONIA,PNEUMONIA
test_p_19.jpeg,PNEUMONIA,PNEUMONIA
test_p_190.jpeg,PNEUMONIA,PNEUMONIA
test_p_191.jpeg,PNEUMONIA,PNEUMONIA
test_p_192.jpeg,PNEUMONIA,PNEUMONIA
test_p_193.jpeg,PNEUMONIA,PNEUMONIA
test_p_194.jpeg,PNEUMONIA,PNEUMONIA
test_p_195.jpeg,PNEUMONIA,PNEUMONIA
test_p_196.jpeg,PNEUMONIA,PNEUMONIA
test_p_197.jpeg,PNEUMONIA,PNEUMONIA
test_p_198.jpeg,PNEUMONIA,PNEUMONIA
test_p_199.jpeg,PNEUMONIA,PNEUMONIA
test_p_2.jpeg,PNEUMONIA,PNEUMONIA
test_p_20.jpeg,PNEUMONIA,PNEUMONIA
test_p_200.jpeg,PNEUMONIA,PNEUMONIA
test_p_201.jpeg,PNEUMONIA,PNEUMONIA
test_p_202.jpeg,PNEUMONIA,PNEUMONIA
test_p_203.jpeg,PNEUMONIA,PNEUMONIA
test_p_204.jpeg,PNEUMONIA,PNEUMONIA
test_p_205.jpeg,PNEUMONIA,PNEUMONIA
test_p_206.jpeg,PNEUMONIA,PNEUMONIA
test_p_207.jpeg,PNEUMONIA,PNEUMONIA
test_p_208.jpeg,PNEUMONIA,PNEUMONIA
test_p_209.jpeg,PNEUMONIA,PNEUMONIA
test_p_21.jpeg,PNEUMONIA,PNEUMONIA
test_p_210.jpeg,PNEUMONIA,PNEUMONIA
test_p_211.jpeg,PNEUMONIA,PNEUMONIA
test_p_212.jpeg,PNEUMONIA,PNEUMONIA
test_p_213.jpeg,PNEUMONIA,PNEUMONIA
test_p_214.jpeg,PNEUMONIA,PNEUMONIA
test_p_215.jpeg,PNEUMONIA,PNEUMONIA
test_p_216.jpeg,PNEUMONIA,PNEUMONIA
test_p_217.jpeg,PNEUMONIA,PNEUMONIA
test_p_218.jpeg,PNEUMONIA,PNEUMONIA
test_p_219.jpeg,PNEUMONIA,PNEUMONIA
test_p_22.jpeg,PNEUMONIA,PNEUMONIA
test_p_220.jpeg,PNEUMONIA,PNEUMONIA
test_p_221.jpeg,PNEUMONIA,PNEUMONIA
test_p_222.jpeg,PNEUMONIA,PNEUMONIA
test_p_223.jpeg,PNEUMONIA,PNEUMONIA
test_p_224.jpeg,PNEUMONIA,PNEUMONIA
test_p_225.jpeg,PNEUMONIA,PNEUMONIA
test_p_226.jpeg,PNEUMONIA,PNEUMONIA
test_p_227.jpeg,PNEUMONIA,PNEUMONIA
test_p_228.jpeg,PNEUMONIA,PNEUMONIA
test_p_229.jpeg,PNEUMONIA,PNEUMONIA
test_p_23.jpeg,PNEUMONIA,PNEUMONIA
test_p_230.jpeg,PNEUMONIA,PNEUMONIA
test_p_231.jpeg,PNEUMONIA,PNEUMONIA
test_p_232.jpeg,PNEUMONIA,PNEUMONIA
test_p_233.jpeg,PNEUMONIA,PNEUMONIA
test_p_234.jpeg,PNEUMONIA,PNEUMONIA
test_p_235.jpeg,PNEUMONIA,PNEUMONIA
test_p_236.jpeg,PNEUMONIA,PNEUMONIA
test_p_237.jpeg,PNEUMONIA,PNEUMONIA
test_p_238.jpeg,PNEUMONIA,PNEUMONIA
test_p_239.jpeg,PNEUMONIA,PNEUMONIA
test_p_24.jpeg,PNEUMONIA,PNEUMONIA
test_p_240.jpeg,PNEUMONIA,PNEUMONIA
test_p_241.jpeg,PNEUMONIA,PNEUMONIA
test_p_242.jpeg,PNEUMONIA,PNEUMONIA
test_p_243.jpeg,PNEUMONIA,PNEUMONIA
test_p_244.jpeg,PNEUMONIA,PNEUMONIA
test_p_245.jpeg,PNEUMONIA,PNEUMONIA
test_p_246.jpeg,PNEUMONIA,PNEUMONIA
test_p_247.jpeg,PNEUMONIA,PNEUMONIA
test_p_248.jpeg,PNEUMONIA,PNEUMONIA
test_p_249.jpeg,PNEUMONIA,PNEUMONIA
test_p_25.jpeg,PNEUMONIA,PNEUMONIA
test_p_250.jpeg,PNEUMONIA,PNEUMONIA
test_p_251.jpeg,PNEUMONIA,PNEUMONIA
test_p_252.jpeg,PNEUMONIA,PNEUMONIA
test_p_253.jpeg,PNEUMONIA,PNEUMONIA
test_p_254.jpeg,PNEUMONIA,PNEUMONIA
test_p_255.jpeg,PNEUMONIA,PNEUMONIA
test_p_256.jpeg,PNEUMONIA,PNEUMONIA
test_p_257.jpeg,PNEUMONIA,PNEUMONIA
test_p_258.jpeg,PNEUMONIA,PNEUMONIA
test_p_259.jpeg,PNEUMONIA,PNEUMONIA
test_p_26.jpeg,PNEUMONIA,PNEUMONIA
test_p_260.jpeg,PNEUMONIA,PNEUMONIA
test_p_261.jpeg,PNEUMONIA,PNEUMONIA
test_p_262.jpeg,PNEUMONIA,PNEUMONIA
test_p_263.jpeg,PNEUMONIA,PNEUMONIA
test_p_264.jpeg,PNEUMONIA,PNEUMONIA
test_p_265.jpeg,PNEUMONIA,PNEUMONIA
test_p_266.jpeg,PNEUMONIA,PNEUMONIA
test_p_267.jpeg,PNEUMONIA,PNEUMONIA
test_p_268.jpeg,PNEUMONIA,PNEUMONIA
test_p_269.jpeg,PNEUMONIA,PNEUMONIA
test_p_27.jpeg,PNEUMONIA,PNEUMONIA
test_p_270.jpeg,PNEUMONIA,PNEUMONIA
test_p_271.jpeg,PNEUMONIA,PNEUMONIA
test_p_272.jpeg,PNEUMONIA,PNEUMONIA
test_p_273.jpeg,PNEUMONIA,PNEUMONIA
test_p_274.jpeg,PNEUMONIA,PNEUMONIA
test_p_275.jpeg,PNEUMONIA,PNEUMONIA
test_p_276.jpeg,PNEUMONIA,PNEUMONIA
test_p_277.jpeg,PNEUMONIA,PNEUMONIA
test_p_278.jpeg,PNEUMONIA,PNEUMONIA
test_p_279.jpeg,PNEUMONIA,PNEUMONIA
test_p_28.jpeg,PNEUMONIA,PNEUMONIA
test_p_280.jpeg,PNEUMONIA,PNEUMONIA
test_p_281.jpeg,PNEUMONIA,PNEUMONIA
test_p_282.jpeg,PNEUMONIA,PNEUMONIA
test_p_283.jpeg,PNEUMONIA,PNEUMONIA
test_p_284.jpeg,PNEUMONIA,PNEUMONIA
test_p_285.jpeg,PNEUMONIA,PNEUMONIA
test_p_286.jpeg,PNEUMONIA,PNEUMONIA
test_p_287.jpeg,PNEUMONIA,PNEUMONIA
test_p_288.jpeg,PNEUMONIA,PNEUMONIA
test_p_289.jpeg,PNEUMONIA,PNEUMONIA
test_p_29.jpeg,PNEUMONIA,PNEUMONIA
test_p_290.jpeg,PNEUMONIA,PNEUMONIA
test_p_291.jpeg,PNEUMONIA,PNEUMONIA
test_p_292.jpeg,PNEUMONIA,PNEUMONIA
test_p_293.jpeg,PNEUMONIA,PNEUMONIA
test_p_294.jpeg,PNEUMONIA,PNEUMONIA
test_p_295.jpeg,PNEUMONIA,PNEUMONIA
test_p_296.jpeg,PNEUMONIA,PNEUMONIA
test_p_297.jpeg,PNEUMONIA,PNEUMONIA
test_p_298.jpeg,PNEUMONIA,PNEUMONIA
test_p_299.jpeg,PNEUMONIA,PNEUMONIA
test_p_3.jpeg,PNEUMONIA,PNEUMONIA
test_p_30.jpeg,PNEUMONIA,PNEUMONIA
test_p_300.jpeg,PNEUMONIA,PNEUMONIA
test_p_301.jpeg,PNEUMONIA,PNEUMONIA
test_p_302.jpeg,PNEUMONIA,PNEUMONIA
test_p_303.jpeg,PNEUMONIA,PNEUMONIA
test_p_304.jpeg,PNEUMONIA,PNEUMONIA
test_p_305.jpeg,PNEUMONIA,PNEUMONIA
test_p_306.jpeg,PNEUMONIA,PNEUMONIA
test_p_307.jpeg,PNEUMONIA,PNEUMONIA
test_p_308.jpeg,PNEUMONIA,PNEUMONIA
test_p_309.jpeg,PNEUMONIA,PNEUMONIA
test_p_31.jpeg,PNEUMONIA,PNEUMONIA
test_p_310.jpeg,PNEUMONIA,PNEUMONIA
test_p_311.jpeg,PNEUMONIA,PNEUMONIA
test_p_312.jpeg,PNEUMONIA,PNEUMONIA
test_p_313.jpeg,PNEUMONIA,PNEUMONIA
test_p_314.jpeg,PNEUMONIA,PNEUMONIA
test_p_315.jpeg,PNEUMONIA,PNEUMONIA
test_p_316.jpeg,PNEUMONIA,PNEUMONIA
test_p_317.jpeg,PNEUMONIA,PNEUMONIA
test_p_318.jpeg,PNEUMONIA,PNEUMONIA
test_p_319.jpeg,PNEUMONIA,PNEUMONIA
test_p_32.jpeg,PNEUMONIA,PNEUMONIA
test_p_320.jpeg,PNEUMONIA,PNEUMONIA
test_p_321.jpeg,PNEUMONIA,PNEUMONIA
test_p_322.jpeg,PNEUMONIA,PNEUMONIA
test_p_323.jpeg,PNEUMONIA,PNEUMONIA
test_p_324.jpeg,PNEUMONIA,PNEUMONIA
test_p_325.jpeg,PNEUMONIA,PNEUMONIA
test_p_326.jpeg,PNEUMONIA,PNEUMONIA
test_p_327.jpeg,PNEUMONIA,PNEUMONIA
test_p_328.jpeg,PNEUMONIA,PNEUMONIA
test_p_329.jpeg,PNEUMONIA,PNEUMONIA
test_p_33.jpeg,PNEUMONIA,PNEUMONIA
test_p_330.jpeg,PNEUMONIA,PNEUMONIA
test_p_331.jpeg,PNEUMONIA,PNEUMONIA
test_p_332.jpeg,PNEUMONIA,PNEUMONIA
test_p_333.jpeg,PNEUMONIA,PNEUMONIA
test_p_334.jpeg,PNEUMONIA,PNEUMONIA
test_p_335.jpeg,PNEUMONIA,PNEUMONIA
test_p_336.jpeg,PNEUMONIA,PNEUMONIA
test_p_337.jpeg,PNEUMONIA,PNEUMONIA
test_p_338.jpeg,PNEUMONIA,PNEUMONIA
test_p_339.jpeg,PNEUMONIA,PNEUMONIA
test_p_34.jpeg,PNEUMONIA,PNEUMONIA
test_p_340.jpeg,PNEUMONIA,PNEUMONIA
test_p_341.jpeg,PNEUMONIA,PNEUMONIA
test_p_342.jpeg,PNEUMONIA,PNEUMONIA
test_p_343.jpeg,PNEUMONIA,PNEUMONIA
test_p_344.jpeg,PNEUMONIA,PNEUMONIA
test_p_345.jpeg,PNEUMONIA,PNEUMONIA
test_p_346.jpeg,PNEUMONIA,PNEUMONIA
test_p_347.jpeg,PNEUMONIA,PNEUMONIA
test_p_348.jpeg,PNEUMONIA,PNEUMONIA
